# Z1 Z2     a1   b1[1/Ang]  a2     b2[1/Ang]   a3    b3[1/Ang] error(V>30) error(V>10)
24 75  0.52084  16.53701  0.47916  4.60262  0.00000  0.00000  4.48% 13.91%
24 76  0.55118  15.49422  0.44882  4.47847  0.00000  0.00000  3.81% 13.72%
24 77  0.06864  84.57363  0.52572 13.01082  0.40564  4.31365  2.91% 11.24%
24 78  0.09437  67.31759  0.55342 11.61158  0.35221  4.06630  2.05%  5.71%
24 79  0.16334  43.78771  0.57132  9.49199  0.26535  3.67843  0.83%  2.23%
24 80  0.23428  31.75623  0.57248  8.08769  0.19324  3.32140  1.12%  1.30%
24 81  0.22306  33.55798  0.58814  8.18254  0.18880  3.27442  1.49%  3.74%
24 82  0.15204  44.97547  0.61476  9.42803  0.23320  3.41443  2.18%  5.74%
24 83  0.14832  44.54176  0.61898  9.50039  0.23270  3.40337  1.95%  5.83%
24 84  0.15347  43.10481  0.61996  9.41958  0.22656  3.35546  1.61%  6.51%
24 85  0.14640  44.99085  0.62728  9.54271  0.22633  3.33017  2.14%  4.85%
24 86  0.19536  36.02592  0.61321  8.69612  0.19143  3.13307  1.06%  2.95%
24 87  0.18113  37.98820  0.61125  9.06255  0.20763  3.18691  0.95%  1.81%
24 88  0.14124  46.43962  0.61839  9.87465  0.24037  3.38365  1.88%  7.28%
24 89  0.08452  62.88842  0.63476 11.12887  0.28072  3.57663  3.25%  9.75%
24 90  0.68499  12.91503  0.31501  3.72549  0.00000  0.00000  4.55% 11.72%
24 91  0.53887  16.73720  0.46113  4.55185  0.00000  0.00000  5.93% 18.54%
24 92  0.52669  17.42780  0.47331  4.62368  0.00000  0.00000  6.25% 18.08%
25 25  0.31429  21.19098  0.68571  4.90381  0.00000  0.00000  3.74% 15.09%
25 26  0.34191  19.56864  0.65809  4.83074  0.00000  0.00000  3.24% 13.55%
25 27  0.36960  18.14071  0.63040  4.74828  0.00000  0.00000  2.42%  9.72%
25 28  0.05314  39.46216  0.37975 14.08849  0.56710  4.55708  1.85%  5.20%
25 29  0.20671  24.14555  0.36625  8.91908  0.42704  4.11532  1.57%  2.97%
25 30  0.21532  25.03047  0.50817  7.50324  0.27651  3.59759  1.58%  1.76%
25 31  0.12408  34.72926  0.51945  9.35003  0.35647  3.81611  2.23%  4.25%
25 32  0.07573  46.90122  0.52674 10.68012  0.39753  3.92452  2.94%  6.63%
25 33  0.06853  50.77849  0.53522 10.89563  0.39625  3.90176  2.73%  8.61%
25 34  0.57890  12.58732  0.42110  3.94920  0.00000  0.00000  2.90%  7.14%
25 35  0.07981  47.21125  0.54813 10.60768  0.37206  3.76259  1.57%  5.75%
25 36  0.13879  33.46977  0.54736  9.21233  0.31385  3.53636  0.98%  1.88%
25 37  0.10789  39.39503  0.53921 10.12311  0.35290  3.68797  1.34%  2.74%
25 38  0.05553  61.01228  0.52909 11.95606  0.41538  3.92425  1.44%  5.78%
25 39  0.49703  15.54774  0.50297  4.25742  0.00000  0.00000  3.02%  9.77%
25 40  0.46845  16.69159  0.53155  4.38015  0.00000  0.00000  4.24% 13.79%
25 41  0.46741  16.76957  0.53259  4.40533  0.00000  0.00000  4.59% 16.54%
25 42  0.47137  16.74548  0.52863  4.40373  0.00000  0.00000  4.32% 15.75%
25 43  0.46623  17.13135  0.53377  4.42456  0.00000  0.00000  4.18% 14.70%
25 44  0.46453  17.45046  0.53547  4.42204  0.00000  0.00000  4.35% 12.68%
25 45  0.50458  15.91308  0.49542  4.27194  0.00000  0.00000  2.97% 10.55%
25 46  0.04358  89.49239  0.52097 13.18230  0.43545  4.04766  1.38%  5.13%
25 47  0.15070  34.51957  0.49746 10.11778  0.35184  3.73536  1.31%  2.24%
25 48  0.28976  22.68096  0.44174  7.75566  0.26850  3.41312  1.28%  1.69%
25 49  0.18615  30.65826  0.51052  9.23015  0.30333  3.50629  1.96%  4.36%
25 50  0.14181  37.20995  0.53707 10.04737  0.32112  3.55363  2.04%  6.27%
25 51  0.08304  55.51167  0.56594 11.43974  0.35102  3.61192  1.63%  6.14%
25 52  0.08683  53.71279  0.56524 11.42771  0.34793  3.59041  1.41%  7.18%
25 53  0.08045  57.63919  0.57158 11.62135  0.34797  3.57731  1.99%  4.96%
25 54  0.17828  32.21022  0.51756  9.78170  0.30416  3.40650  1.11%  2.76%
25 55  0.19155  31.34663  0.47551  9.53515  0.33295  3.71060  1.37%  3.38%
25 56  0.06374  69.34650  0.51164 12.94493  0.42463  4.09134  1.57%  6.20%
25 57  0.55331  15.64088  0.44669  3.94753  0.00000  0.00000  3.71% 10.07%
25 58  0.51373  16.10881  0.48627  4.42850  0.00000  0.00000  2.52%  7.06%
25 59  0.51302  16.08652  0.48698  4.47253  0.00000  0.00000  2.68%  8.10%
25 60  0.51413  16.00498  0.48587  4.50567  0.00000  0.00000  2.53%  7.65%
25 61  0.51573  15.92879  0.48427  4.53247  0.00000  0.00000  2.37%  5.72%
25 62  0.05601  82.39280  0.48623 13.76645  0.45776  4.48293  1.73%  4.78%
25 63  0.07639  64.71353  0.48811 12.81759  0.43550  4.43599  1.30%  3.88%
25 64  0.03072 167.90435  0.48074 14.88088  0.48854  4.67086  3.31%  9.29%
25 65  0.13338  44.36406  0.48875 10.80574  0.37787  4.28839  0.99%  1.63%
25 66  0.17135  37.63239  0.49004  9.75195  0.33861  4.17140  1.24%  1.50%
25 67  0.20646  33.27284  0.49897  8.86247  0.29456  4.02170  1.47%  1.61%
25 68  0.22586  31.46644  0.51967  8.32101  0.25447  3.85365  1.52%  1.71%
25 69  0.25026  29.40962  0.54833  7.70397  0.20140  3.59218  1.44%  1.75%
25 70  0.35610  20.60026  0.52956  6.41890  0.11433  3.15467  1.76%  1.69%
25 71  0.05635  91.43799  0.51194 13.00149  0.43171  4.47018  1.92%  8.76%
25 72  0.49816  17.02414  0.50184  4.72783  0.00000  0.00000  3.66% 10.84%
25 73  0.48952  17.49946  0.51048  4.76245  0.00000  0.00000  4.17% 11.71%
25 74  0.50369  16.96247  0.49631  4.70962  0.00000  0.00000  3.94% 11.99%
25 75  0.52506  16.19113  0.47494  4.62591  0.00000  0.00000  3.57% 12.66%
25 76  0.06478  86.56068  0.50188 13.54111  0.43334  4.47883  2.98% 12.60%
25 77  0.08185  73.14876  0.52063 12.49515  0.39752  4.32963  2.28%  8.58%
25 78  0.11682  56.86484  0.54572 10.93788  0.33746  4.06721  1.32%  4.01%
25 79  0.18680  39.52345  0.56393  9.00655  0.24928  3.67152  1.04%  2.00%
25 80  0.23333  32.32406  0.57852  8.02681  0.18816  3.34568  1.27%  1.82%
25 81  0.21787  34.44554  0.58644  8.26166  0.19569  3.35032  1.64%  4.20%
25 82  0.15945  45.22494  0.60810  9.25811  0.23245  3.46697  2.21%  5.55%
25 83  0.14777  47.91330  0.61111  9.55136  0.24111  3.48884  1.87%  5.82%
25 84  0.14869  47.03116  0.61285  9.53655  0.23846  3.45768  1.58%  6.08%
25 85  0.16201  42.41188  0.61264  9.25362  0.22535  3.37787  1.32%  5.89%
25 86  0.18423  37.70938  0.61006  8.83463  0.20571  3.26053  1.30%  3.20%
25 87  0.18389  37.55604  0.59689  9.02722  0.21921  3.30952  1.23%  2.49%
25 88  0.13074  49.69017  0.61015 10.09458  0.25911  3.51427  1.97%  7.00%
25 89  0.07201  72.24704  0.62253 11.53569  0.30546  3.72279  3.59%  8.83%
25 90  0.67545  12.90898  0.32455  3.79813  0.00000  0.00000  3.97% 11.06%
25 91  0.52273  17.08745  0.47727  4.62346  0.00000  0.00000  5.82% 18.10%
25 92  0.51236  17.81619  0.48764  4.68412  0.00000  0.00000  5.91% 16.70%
26 26  0.34794  19.25771  0.65206  4.81918  0.00000  0.00000  2.90% 12.45%
26 27  0.38391  17.42504  0.61609  4.72011  0.00000  0.00000  2.18%  8.16%
26 28  0.08643  32.82184  0.36489 12.95971  0.54868  4.52491  2.12%  4.67%
26 29  0.17294  26.55631  0.39500  9.49317  0.43206  4.13372  1.75%  3.07%
26 30  0.18795  26.91824  0.49503  8.16465  0.31702  3.74366  1.63%  1.86%
26 31  0.10398  38.11503  0.51555  9.96444  0.38046  3.91512  2.31%  4.55%
26 32  0.07276  47.48183  0.52327 10.88345  0.40397  3.97224  2.66%  7.03%
26 33  0.56370  12.81240  0.43630  4.05055  0.00000  0.00000  2.93%  7.39%
26 34  0.55757  13.15276  0.44243  4.05773  0.00000  0.00000  2.66%  6.38%
26 35  0.07304  48.09753  0.52967 11.14376  0.39729  3.89177  1.35%  4.72%
26 36  0.14977  31.16113  0.51602  9.36386  0.33420  3.66686  0.98%  1.88%
26 37  0.10152  39.80030  0.51814 10.64730  0.38034  3.83210  1.04%  3.23%
26 38  0.03170  89.75292  0.51222 13.34283  0.45609  4.10515  1.60%  5.03%
26 39  0.01017 285.95280  0.47577 15.71650  0.51406  4.33408  3.05% 10.64%
26 40  0.47281  16.55081  0.52719  4.39739  0.00000  0.00000  3.43% 12.68%
26 41  0.47304  16.63870  0.52696  4.40994  0.00000  0.00000  3.37% 13.01%
26 42  0.47703  16.62509  0.52297  4.40780  0.00000  0.00000  3.36% 14.86%
26 43  0.45799  17.63940  0.54201  4.47887  0.00000  0.00000  4.18% 11.13%
26 44  0.48398  16.61439  0.51602  4.38476  0.00000  0.00000  3.45% 10.75%
26 45  0.50988  15.74243  0.49012  4.28560  0.00000  0.00000  2.61%  7.89%
26 46  0.07046  58.31625  0.51375 12.28200  0.41579  4.01874  1.42%  5.20%
26 47  0.16532  32.75688  0.49278  9.84425  0.34189  3.73255  1.58%  2.91%
26 48  0.20870  28.63941  0.49921  8.83915  0.29209  3.51161  1.28%  2.01%
26 49  0.17137  32.84586  0.51577  9.55648  0.31285  3.56913  1.77%  4.85%
26 50  0.12288  41.21883  0.54113 10.54631  0.33599  3.63796  2.01%  6.24%
26 51  0.06965  63.18597  0.56423 11.96279  0.36612  3.70149  1.70%  6.41%
26 52  0.07259  61.25838  0.56249 11.98036  0.36492  3.69148  1.43%  6.29%
26 53  0.09726  48.71432  0.55226 11.43417  0.35047  3.63301  1.16%  5.78%
26 54  0.15576  35.21690  0.51851 10.36139  0.32573  3.53437  1.12%  2.69%
26 55  0.10937  45.14593  0.50282 11.51134  0.38782  3.92980  1.17%  3.26%
26 56  0.53484  15.49499  0.46516  4.25555  0.00000  0.00000  2.04%  6.88%
26 57  0.55344  15.61457  0.44656  3.97915  0.00000  0.00000  3.01% 11.09%
26 58  0.50981  16.33901  0.49019  4.46375  0.00000  0.00000  2.64%  7.63%
26 59  0.50992  16.29242  0.49008  4.50156  0.00000  0.00000  2.51%  6.46%
26 60  0.04022 109.37263  0.48569 14.67090  0.47409  4.49089  2.03%  5.67%
26 61  0.05341  85.20198  0.48738 13.93243  0.45920  4.47322  1.64%  4.88%
26 62  0.07062  68.48940  0.48819 13.11983  0.44119  4.44303  1.26%  3.53%
26 63  0.09338  55.99437  0.48677 12.23071  0.41985  4.39966  0.97%  2.61%
26 64  0.51514  15.59882  0.48486  4.66657  0.00000  0.00000  2.95%  8.59%
26 65  0.16038  38.92304  0.47852 10.21809  0.36110  4.25323  1.24%  1.75%
26 66  0.20062  33.45372  0.47555  9.25313  0.32383  4.14618  1.56%  1.75%
26 67  0.22030  31.55876  0.48654  8.73378  0.29316  4.03929  1.61%  1.75%
26 68  0.22757  31.17683  0.50525  8.44410  0.26718  3.92801  1.41%  1.50%
26 69  0.24753  29.54593  0.52785  7.92518  0.22461  3.73204  1.33%  1.49%
26 70  0.35460  20.78839  0.50643  6.57081  0.13898  3.37739  1.66%  1.57%
26 71  0.05561  90.63601  0.50648 13.21517  0.43791  4.50946  1.91%  8.99%
26 72  0.50464  16.80112  0.49536  4.72334  0.00000  0.00000  3.13% 10.40%
26 73  0.51042  16.63515  0.48958  4.70587  0.00000  0.00000  3.29% 12.15%
26 74  0.52268  16.22855  0.47732  4.66146  0.00000  0.00000  3.15% 10.95%
26 75  0.06166  86.98839  0.49107 13.92124  0.44727  4.56416  2.75% 11.55%
26 76  0.06614  84.16366  0.50215 13.51673  0.43171  4.49746  2.70%  9.51%
26 77  0.09951  61.81404  0.51779 11.91652  0.38270  4.31005  1.73%  7.05%
26 78  0.13856  49.33896  0.54097 10.40781  0.32047  4.03845  1.28%  3.69%
26 79  0.19414  38.30196  0.56209  8.89980  0.24377  3.67986  1.24%  2.46%
26 80  0.23547  32.11556  0.57479  8.04692  0.18974  3.38952  1.37%  2.51%
26 81  0.20723  35.96714  0.58538  8.50551  0.20739  3.44133  1.78%  4.36%
26 82  0.15756  45.39731  0.60124  9.42720  0.24121  3.54529  2.25%  5.43%
26 83  0.14492  48.47442  0.60220  9.76931  0.25288  3.58212  1.94%  5.34%
26 84  0.14569  48.20357  0.60185  9.79194  0.25246  3.56459  1.67%  5.67%
26 85  0.15773  45.19825  0.60168  9.53057  0.24058  3.49514  1.40%  5.70%
26 86  0.17958  40.46791  0.60141  9.05371  0.21901  3.37565  1.15%  3.46%
26 87  0.15754  44.29251  0.60037  9.58346  0.24209  3.45843  1.13%  2.97%
26 88  0.10471  59.69377  0.61038 10.80184  0.28491  3.66596  2.27%  6.90%
26 89  0.08216  63.56022  0.61720 11.30127  0.30065  3.74169  2.64%  9.60%
26 90  0.07785  65.95111  0.61509 11.51658  0.30706  3.77241  2.80% 10.45%
26 91  0.53519  16.58500  0.46481  4.59452  0.00000  0.00000  5.15% 15.31%
26 92  0.52700  17.19233  0.47300  4.64495  0.00000  0.00000  5.04% 15.02%
27 27  0.04023  37.56216  0.38158 14.74964  0.57819  4.61512  1.96%  6.21%
27 28  0.13159  29.14704  0.37433 10.96192  0.49408  4.37336  2.30%  5.49%
27 29  0.14121  29.87948  0.43367  9.87003  0.42512  4.10741  2.00%  3.80%
27 30  0.14671  30.63455  0.49311  9.14777  0.36018  3.87374  1.72%  2.22%
27 31  0.07675  44.88653  0.51699 10.81753  0.40626  4.00256  2.58%  5.15%
27 32  0.05231  56.62912  0.51660 11.77857  0.43109  4.07267  2.84%  7.09%
27 33  0.54537  13.36137  0.45463  4.13464  0.00000  0.00000  2.78%  7.03%
27 34  0.54951  13.39397  0.45049  4.11567  0.00000  0.00000  2.13%  6.05%
27 35  0.06455  49.98170  0.51507 11.73383  0.42037  4.00358  1.20%  4.19%
27 36  0.13049  32.95931  0.50004 10.11100  0.36947  3.82326  1.18%  1.77%
27 37  0.06846  49.67145  0.51110 11.87701  0.42044  4.00145  1.18%  2.83%
27 38  0.53555  14.27250  0.46445  4.15280  0.00000  0.00000  1.70%  5.32%
27 39  0.50287  15.41584  0.49713  4.29703  0.00000  0.00000  2.10%  8.68%
27 40  0.48549  16.14923  0.51451  4.37040  0.00000  0.00000  2.69%  9.49%
27 41  0.48611  16.22494  0.51389  4.38053  0.00000  0.00000  2.81% 10.03%
27 42  0.01237 245.75651  0.47690 15.87235  0.51073  4.38573  2.85% 10.01%
27 43  0.49168  16.21042  0.50832  4.38282  0.00000  0.00000  2.83%  9.76%
27 44  0.51077  15.58531  0.48923  4.31568  0.00000  0.00000  2.35%  9.43%
27 45  0.03949  85.55317  0.50509 13.74298  0.45542  4.19725  2.06%  7.03%
27 46  0.09065  47.30133  0.50887 11.73544  0.40049  3.98786  1.94%  5.05%
27 47  0.16045  33.49032  0.50133  9.91186  0.33822  3.73697  1.81%  3.54%
27 48  0.18163  31.76878  0.51401  9.31007  0.30436  3.57674  1.56%  2.89%
27 49  0.14147  37.65638  0.53095 10.16841  0.32759  3.64459  1.73%  4.75%
27 50  0.10504  46.83279  0.54517 11.05753  0.34979  3.71469  2.14%  6.33%
27 51  0.05980  72.36500  0.56242 12.39850  0.37778  3.77773  1.89%  6.26%
27 52  0.06212  69.37514  0.56074 12.42315  0.37714  3.77205  1.48%  5.96%
27 53  0.08004  56.33507  0.55382 11.99243  0.36614  3.72855  1.12%  5.74%
27 54  0.09883  49.20580  0.54751 11.57924  0.35366  3.66631  1.03%  2.66%
27 55  0.05747  72.16603  0.51401 13.32082  0.42852  4.09251  1.09%  3.34%
27 56  0.53366  15.61563  0.46634  4.27615  0.00000  0.00000  1.99%  6.94%
27 57  0.55806  15.46954  0.44194  3.98414  0.00000  0.00000  2.32%  8.23%
27 58  0.04700  89.99098  0.49662 14.12969  0.45638  4.36435  1.66%  4.99%
27 59  0.05671  77.77010  0.49458 13.69881  0.44871  4.37591  1.37%  4.59%
27 60  0.07021  66.65044  0.49269 13.13006  0.43710  4.37137  1.13%  3.43%
27 61  0.08760  57.24623  0.49020 12.46779  0.42220  4.35416  0.92%  2.63%
27 62  0.10953  49.36563  0.48592 11.74047  0.40455  4.32596  0.89%  2.03%
27 63  0.13660  42.83630  0.48050 10.94003  0.38290  4.28342  1.06%  1.70%
27 64  0.05023 100.47012  0.50142 13.46985  0.44836  4.55693  1.95%  7.86%
27 65  0.20142  33.17447  0.46855  9.35407  0.33003  4.15920  1.54%  1.67%
27 66  0.22963  30.39726  0.47037  8.72014  0.30000  4.07147  1.61%  1.71%
27 67  0.23570  30.03175  0.48135  8.51481  0.28295  4.01020  1.51%  1.58%
27 68  0.23698  30.17485  0.49473  8.39362  0.26829  3.94703  1.32%  1.37%
27 69  0.24651  29.58837  0.51053  8.10560  0.24296  3.83243  1.29%  1.32%
27 70  0.35734  20.70355  0.47294  6.73906  0.16971  3.59122  1.57%  1.51%
27 71  0.06341  78.90459  0.50806 12.93479  0.42854  4.48413  1.91%  7.84%
27 72  0.06744  75.53771  0.47969 13.82043  0.45287  4.59897  1.94%  9.81%
27 73  0.06963  75.13321  0.48358 13.66676  0.44679  4.58208  2.18% 10.07%
27 74  0.07557  71.86328  0.48893 13.31686  0.43550  4.54436  2.12% 10.32%
27 75  0.07227  75.99465  0.49607 13.36204  0.43165  4.52536  2.33%  8.27%
27 76  0.08999  65.12641  0.50507 12.48631  0.40493  4.42646  1.95%  7.61%
27 77  0.11250  55.92023  0.51735 11.52099  0.37015  4.28655  1.83%  5.88%
27 78  0.16265  43.41657  0.53853  9.84457  0.29882  3.97958  1.42%  4.02%
27 79  0.19857  37.61940  0.56100  8.84913  0.24043  3.68941  1.39%  3.12%
27 80  0.22659  33.15278  0.57281  8.25259  0.20061  3.46923  1.61%  3.10%
27 81  0.19803  37.10686  0.58081  8.76706  0.22116  3.53565  1.92%  4.42%
27 82  0.15459  45.63096  0.59472  9.61245  0.25069  3.62215  2.34%  5.33%
27 83  0.14020  49.46836  0.59482 10.00815  0.26499  3.67162  2.11%  5.42%
27 84  0.14102  49.29829  0.59387 10.04272  0.26511  3.65828  1.76%  5.41%
27 85  0.15248  46.23226  0.59182  9.82127  0.25570  3.60358  1.43%  5.13%
27 86  0.16462  43.41300  0.59355  9.54649  0.24183  3.51691  1.09%  3.11%
27 87  0.13151  52.51520  0.60124 10.26328  0.26725  3.60292  1.31%  2.74%
27 88  0.10749  62.74422  0.60491 10.85647  0.28760  3.70843  1.94%  6.77%
27 89  0.08387  69.49116  0.61776 11.26072  0.29837  3.75791  2.24%  7.43%
27 90  0.08356  66.35618  0.61463 11.36160  0.30181  3.77544  2.35%  7.17%
27 91  0.55380  15.96335  0.44620  4.53184  0.00000  0.00000  3.95% 12.61%
27 92  0.54783  16.41179  0.45217  4.57265  0.00000  0.00000  3.67% 11.85%
28 28  0.13983  28.71710  0.41691 10.09370  0.44325  4.20345  2.20%  5.61%
28 29  0.12113  32.43485  0.46485 10.10997  0.41401  4.05776  1.92%  4.54%
28 30  0.11826  34.24948  0.50371  9.82834  0.37802  3.91169  1.70%  3.27%
28 31  0.56461  12.67125  0.43539  4.07835  0.00000  0.00000  2.81%  5.30%
28 32  0.55242  13.12305  0.44758  4.12167  0.00000  0.00000  2.56%  6.47%
28 33  0.54136  13.55899  0.45864  4.16177  0.00000  0.00000  2.29%  6.50%
28 34  0.02923  84.00415  0.51013 13.20027  0.46065  4.17552  1.95%  5.48%
28 35  0.05269  55.23039  0.50769 12.39849  0.43962  4.08458  1.23%  4.05%
28 36  0.11728  34.07298  0.48613 10.76283  0.39659  3.93895  1.39%  2.00%
28 37  0.13603  31.54976  0.46964 10.56581  0.39432  3.93936  1.48%  2.91%
28 38  0.11496  34.77259  0.47397 11.16770  0.41107  4.00603  1.61%  3.72%
28 39  0.05101  59.87564  0.50108 12.94928  0.44791  4.14600  1.70%  4.97%
28 40  0.52811  14.70123  0.47189  4.22867  0.00000  0.00000  2.02%  6.28%
28 41  0.52666  14.82714  0.47334  4.24628  0.00000  0.00000  2.14%  6.89%
28 42  0.52505  14.99964  0.47495  4.26609  0.00000  0.00000  2.16%  7.00%
28 43  0.52741  14.96677  0.47259  4.26858  0.00000  0.00000  2.15%  6.31%
28 44  0.05199  66.19060  0.50106 13.24579  0.44695  4.19006  1.99%  6.55%
28 45  0.08908  46.52244  0.49855 11.95187  0.41237  4.06547  1.86%  6.63%
28 46  0.10675  42.50006  0.50995 11.27427  0.38331  3.93789  2.20%  4.40%
28 47  0.15756  33.92468  0.50787  9.96038  0.33457  3.73480  1.88%  4.40%
28 48  0.17739  32.12930  0.51569  9.45115  0.30692  3.60081  1.58%  4.49%
28 49  0.12162  42.20725  0.54449 10.57648  0.33389  3.68367  1.87%  5.97%
28 50  0.09516  50.26423  0.54906 11.36493  0.35577  3.75634  2.17%  6.29%
28 51  0.06027  72.94566  0.56019 12.48636  0.37954  3.81184  1.90%  6.51%
28 52  0.05759  75.48170  0.55935 12.67102  0.38306  3.82294  1.55%  6.23%
28 53  0.05824  73.82505  0.56081 12.70078  0.38095  3.80503  1.30%  5.71%
28 54  0.06998  64.67213  0.55760 12.41938  0.37242  3.76025  1.01%  3.15%
28 55  0.08477  53.25992  0.50734 12.44563  0.40789  4.03107  0.88%  2.45%
28 56  0.05403  76.04654  0.51010 13.61956  0.43587  4.17941  1.23%  3.70%
28 57  0.08972  50.43384  0.50906 12.59359  0.40122  3.86840  1.11%  5.38%
28 58  0.12003  43.75566  0.48739 11.49419  0.39258  4.14478  0.93%  1.52%
28 59  0.13930  40.12423  0.48087 10.97676  0.37983  4.13906  0.97%  1.30%
28 60  0.16070  36.93755  0.47494 10.42738  0.36436  4.12226  1.08%  1.23%
28 61  0.18781  33.60120  0.46717  9.79764  0.34502  4.09196  1.23%  1.32%
28 62  0.21944  30.45558  0.45965  9.11685  0.32091  4.04500  1.36%  1.40%
28 63  0.25214  27.82857  0.45519  8.45379  0.29267  3.98188  1.44%  1.50%
28 64  0.08155  65.00668  0.51752 11.98726  0.40093  4.38571  1.07%  4.53%
28 65  0.29498  25.12344  0.46531  7.58276  0.23971  3.84306  1.50%  1.60%
28 66  0.29259  25.41079  0.47408  7.57409  0.23333  3.82452  1.47%  1.61%
28 67  0.28472  26.10300  0.48256  7.65972  0.23272  3.82124  1.46%  1.55%
28 68  0.27886  26.70381  0.49081  7.71056  0.23033  3.80769  1.40%  1.50%
28 69  0.27691  27.01061  0.49731  7.71375  0.22578  3.77954  1.36%  1.50%
28 70  0.36553  20.51448  0.47061  6.66597  0.16387  3.56684  1.52%  1.45%
28 71  0.12044  46.44812  0.50265 11.09616  0.37691  4.31177  1.78%  5.08%
28 72  0.10561  54.20512  0.48424 12.18704  0.41014  4.45581  1.53%  6.09%
28 73  0.10528  55.08731  0.48849 12.15272  0.40623  4.44780  1.60%  6.40%
28 74  0.10922  54.42784  0.49340 11.95331  0.39738  4.42000  1.59%  6.69%
28 75  0.11911  51.84598  0.49805 11.56433  0.38284  4.36946  1.52%  6.12%
28 76  0.11819  52.89216  0.50761 11.48734  0.37419  4.32906  1.83%  4.86%
28 77  0.13988  47.40663  0.52025 10.68398  0.33987  4.18676  1.91%  4.27%
28 78  0.18944  38.53086  0.53733  9.26517  0.27323  3.89402  1.38%  4.06%
28 79  0.19080  38.91927  0.56236  9.03218  0.24683  3.72951  1.76%  3.25%
28 80  0.20998  35.22944  0.57371  8.59319  0.21631  3.55591  1.84%  3.65%
28 81  0.18823  38.47198  0.57869  9.02740  0.23308  3.60835  2.05%  4.63%
28 82  0.15331  45.66451  0.58969  9.73492  0.25700  3.67484  2.43%  5.38%
28 83  0.13998  49.07474  0.58942 10.11633  0.27061  3.72279  2.16%  5.26%
28 84  0.13726  49.95173  0.58847 10.24291  0.27427  3.72662  1.88%  5.22%
28 85  0.13577  50.54368  0.59023 10.31167  0.27400  3.70528  1.54%  4.98%
28 86  0.15008  46.63673  0.58879 10.00959  0.26113  3.62998  0.97%  3.45%
28 87  0.13756  50.19047  0.59584 10.24542  0.26660  3.62153  1.15%  2.60%
28 88  0.14949  46.56220  0.58914 10.04484  0.26136  3.61543  1.04%  4.42%
28 89  0.12785  46.69979  0.60198 10.35016  0.27018  3.65783  1.21%  5.00%
28 90  0.12734  47.51903  0.59988 10.41086  0.27277  3.67225  1.34%  5.58%
28 91  0.58574  15.04807  0.41426  4.40629  0.00000  0.00000  2.13%  5.58%
28 92  0.58140  15.35873  0.41860  4.44019  0.00000  0.00000  1.95%  4.92%
29 29  0.07876  37.41708  0.48647 11.28176  0.43477  4.05838  1.55%  3.32%
29 30  0.12063  32.97983  0.50746  9.85749  0.37191  3.85809  1.20%  2.49%
29 31  0.07820  42.95461  0.52243 10.92540  0.39938  3.95541  1.61%  3.08%
29 32  0.05264  54.47266  0.52004 11.92359  0.42732  4.05408  1.67%  3.45%
29 33  0.54729  13.52295  0.45271  4.13778  0.00000  0.00000  1.64%  3.39%
29 34  0.53854  13.90593  0.46146  4.16921  0.00000  0.00000  1.51%  3.36%
29 35  0.04914  55.37472  0.50271 12.75927  0.44815  4.11576  1.32%  3.05%
29 36  0.44458  16.27615  0.40158  5.37204  0.15384  3.23848  1.49%  1.89%
29 37  0.42278  17.07320  0.41823  5.58099  0.15899  3.21697  1.57%  2.21%
29 38  0.41080  17.55013  0.42059  5.74112  0.16861  3.24161  1.56%  2.31%
29 39  0.30264  20.89304  0.37914  7.88785  0.31822  3.74011  1.75%  2.65%
29 40  0.15885  30.12760  0.46117 10.26447  0.37998  3.92224  1.82%  2.77%
29 41  0.19965  26.70534  0.43255  9.64293  0.36780  3.90334  1.46%  3.84%
29 42  0.17414  29.09771  0.44591 10.18712  0.37995  3.95321  1.44%  4.08%
29 43  0.14395  33.29784  0.46655 10.72899  0.38950  3.98839  1.39%  3.88%
29 44  0.09301  44.66164  0.50256 11.79188  0.40443  4.02452  1.94%  3.36%
29 45  0.09902  43.71214  0.50858 11.57905  0.39240  3.97094  1.90%  3.83%
29 46  0.12557  38.31839  0.51090 10.81896  0.36353  3.84493  1.89%  4.20%
29 47  0.14556  35.63638  0.51837 10.25157  0.33608  3.70932  1.79%  4.84%
29 48  0.15998  33.89564  0.51996  9.94416  0.32006  3.62134  1.32%  3.09%
29 49  0.13339  38.56862  0.53312 10.51528  0.33349  3.67326  1.55%  3.39%
29 50  0.11448  43.57828  0.53961 11.01124  0.34591  3.72152  1.64%  4.34%
29 51  0.06343  68.56695  0.55787 12.50001  0.37870  3.80659  1.46%  4.69%
29 52  0.05169  83.09299  0.55857 13.02052  0.38974  3.84335  1.44%  4.70%
29 53  0.04775  90.06090  0.55913 13.26495  0.39312  3.85131  1.41%  4.61%
29 54  0.15812  34.74483  0.50538 10.62683  0.33650  3.63521  1.50%  1.62%
29 55  0.49569  16.61312  0.36586  5.10967  0.13845  3.23866  1.48%  1.47%
29 56  0.29610  23.49038  0.38022  8.48162  0.32368  3.79824  1.67%  1.86%
29 57  0.38314  20.41986  0.30355  7.48628  0.31331  3.61470  1.37%  2.25%
29 58  0.48366  16.89261  0.45396  5.05804  0.06239  2.77506  1.45%  1.48%
29 59  0.47373  17.17336  0.45779  5.18319  0.06849  2.83848  1.51%  1.52%
29 60  0.46291  17.49660  0.46366  5.30595  0.07343  2.88735  1.55%  1.59%
