# Z1 Z2     a1   b1[1/Ang]  a2     b2[1/Ang]   a3    b3[1/Ang] error(V>30) error(V>10)
29 61  0.45056  17.89372  0.47091  5.43857  0.07854  2.93366  1.57%  1.66%
29 62  0.43774  18.34175  0.47946  5.56680  0.08280  2.97288  1.59%  1.67%
29 63  0.42334  18.89011  0.48898  5.70654  0.08768  3.01409  1.58%  1.70%
29 64  0.20475  31.56071  0.51187  8.88947  0.28338  3.94088  1.29%  1.34%
29 65  0.39432  20.10786  0.50196  6.01896  0.10372  3.13647  1.47%  1.55%
29 66  0.38332  20.62694  0.50506  6.15176  0.11162  3.19363  1.47%  1.48%
29 67  0.37321  21.15572  0.50755  6.27487  0.11924  3.24614  1.48%  1.45%
29 68  0.36625  21.58160  0.50875  6.36168  0.12500  3.28595  1.46%  1.43%
29 69  0.34197  22.98337  0.51171  6.67255  0.14631  3.38695  1.45%  1.40%
29 70  0.43705  18.09384  0.49378  5.68726  0.06917  2.91807  1.37%  1.34%
29 71  0.27895  25.11627  0.46009  8.00522  0.26097  3.90714  1.55%  2.37%
29 72  0.19729  35.05612  0.47570  9.62894  0.32701  4.15773  1.52%  2.44%
29 73  0.17983  37.83943  0.48711  9.95639  0.33305  4.17998  1.53%  2.79%
29 74  0.17297  39.24921  0.49465 10.06858  0.33238  4.17804  1.52%  2.86%
29 75  0.17265  39.56675  0.50026 10.03982  0.32709  4.15636  1.42%  2.81%
29 76  0.17119  40.19173  0.50968 10.00216  0.31913  4.11485  1.32%  2.61%
29 77  0.18353  38.55962  0.51952  9.62395  0.29695  4.01209  1.25%  2.94%
29 78  0.20556  36.04860  0.53673  8.98242  0.25771  3.81458  1.29%  3.75%
29 79  0.18735  39.43061  0.56393  9.15142  0.24872  3.71651  1.88%  3.76%
29 80  0.21492  34.36321  0.56719  8.61190  0.21789  3.54558  1.39%  2.91%
29 81  0.20489  35.71318  0.56630  8.85842  0.22881  3.58036  1.27%  2.90%
29 82  0.16730  42.12526  0.57681  9.61339  0.25589  3.66242  1.54%  3.64%
29 83  0.14830  46.25344  0.58098 10.07116  0.27072  3.71950  1.46%  4.01%
29 84  0.13303  50.50998  0.58322 10.48705  0.28375  3.75940  1.33%  3.93%
29 85  0.12516  53.22087  0.58575 10.69930  0.28910  3.76708  1.21%  3.91%
29 86  0.19689  37.10066  0.56848  9.18652  0.23462  3.50975  1.11%  1.17%
29 87  0.23391  31.80677  0.54327  8.73925  0.22282  3.42938  1.68%  2.10%
29 88  0.24517  30.74780  0.53507  8.59293  0.21976  3.43485  1.49%  1.60%
29 89  0.23863  28.23473  0.53019  8.82983  0.23119  3.49290  1.32%  1.81%
29 90  0.23570  28.39231  0.52764  8.94790  0.23666  3.52091  1.38%  2.17%
29 91  0.09919  56.13764  0.57120 11.54632  0.32961  4.06307  1.19%  1.40%
29 92  0.12497  53.29890  0.54709 11.25277  0.32794  4.08080  1.45%  1.65%
30 30  0.27816  20.47437  0.45624  7.28615  0.26560  3.51268  0.91%  1.68%
30 31  0.17633  26.52973  0.48780  8.99840  0.33587  3.74715  1.04%  1.49%
30 32  0.12785  31.74736  0.49738 10.10413  0.37477  3.88659  1.01%  1.11%
30 33  0.08436  40.22977  0.50727 11.28633  0.40837  4.00258  1.18%  1.35%
30 34  0.05870  50.20623  0.51099 12.19112  0.43031  4.07835  1.43%  2.00%
30 35  0.39438  17.53596  0.34033  6.37973  0.26529  3.60828  1.75%  2.37%
30 36  0.43535  16.86022  0.50055  5.09158  0.06410  2.50615  1.56%  1.89%
30 37  0.42327  17.44085  0.52003  5.14989  0.05670  2.34200  1.48%  1.49%
30 38  0.41400  17.85341  0.52389  5.25212  0.06212  2.37767  1.39%  1.35%
30 39  0.37805  19.05232  0.49709  5.83941  0.12486  2.90711  1.50%  1.92%
30 40  0.34575  20.09943  0.46666  6.47722  0.18759  3.23278  1.47%  1.91%
30 41  0.32237  21.16763  0.45864  6.90002  0.21899  3.37469  1.45%  2.46%
30 42  0.29922  22.29857  0.44824  7.40429  0.25255  3.51729  1.46%  2.56%
30 43  0.26159  24.31130  0.45111  8.10615  0.28730  3.64656  1.42%  2.69%
30 44  0.22135  27.03412  0.46532  8.85962  0.31333  3.72760  1.45%  2.97%
30 45  0.18254  30.74761  0.49337  9.49487  0.32410  3.74246  1.98%  4.53%
30 46  0.16318  33.53494  0.51937  9.72353  0.31745  3.68219  2.37%  5.86%
30 47  0.16805  33.42417  0.53221  9.53267  0.29974  3.58032  1.99%  3.89%
30 48  0.21918  28.47770  0.51730  8.63403  0.26352  3.42113  1.19%  1.26%
30 49  0.17683  32.74202  0.53184  9.46360  0.29133  3.52633  1.12%  1.06%
30 50  0.14013  38.19495  0.54270 10.29963  0.31717  3.62298  1.04%  1.50%
30 51  0.09269  51.08930  0.55614 11.57356  0.35117  3.72609  1.23%  2.08%
30 52  0.06647  66.69822  0.56256 12.44401  0.37097  3.79413  1.34%  2.71%
30 53  0.11823  43.38659  0.54435 11.12508  0.33742  3.65708  1.35%  1.55%
30 54  0.55691  15.33605  0.40112  4.42934  0.04197  2.30533  1.47%  1.47%
30 55  0.50033  16.62782  0.46565  4.73240  0.03402  2.16353  1.46%  1.44%
30 56  0.48368  16.98075  0.46108  4.98520  0.05524  2.49165  1.54%  1.65%
30 57  0.45532  18.47884  0.41452  5.40415  0.13016  2.92894  1.44%  2.13%
30 58  0.47429  17.28752  0.49401  5.02760  0.03170  2.06583  1.35%  1.23%
30 59  0.46270  17.65937  0.50124  5.14835  0.03605  2.16610  1.39%  1.27%
30 60  0.45053  18.07067  0.50892  5.27280  0.04055  2.25848  1.41%  1.29%
30 61  0.43765  18.53776  0.51750  5.39733  0.04485  2.34023  1.42%  1.32%
30 62  0.42449  19.06211  0.52644  5.52106  0.04907  2.41541  1.41%  1.32%
30 63  0.41313  19.54483  0.53402  5.63088  0.05285  2.48084  1.35%  1.27%
30 64  0.38069  19.82537  0.51553  6.18843  0.10379  3.05437  1.21%  1.23%
30 65  0.39843  20.22656  0.54249  5.79023  0.05907  2.59073  1.30%  1.23%
30 66  0.39485  20.43685  0.54431  5.83462  0.06084  2.62966  1.33%  1.25%
30 67  0.39335  20.56813  0.54489  5.85798  0.06176  2.65906  1.35%  1.25%
30 68  0.39005  20.80310  0.54574  5.89795  0.06421  2.70179  1.37%  1.26%
30 69  0.38340  21.15645  0.54473  5.99387  0.07186  2.78183  1.29%  1.25%
30 70  0.47761  16.96650  0.50115  5.22167  0.02124  1.98302  1.15%  1.11%
30 71  0.36694  21.16670  0.52592  6.24696  0.10714  3.14109  1.23%  1.18%
30 72  0.34026  23.56682  0.50617  6.75782  0.15357  3.45577  1.29%  1.35%
30 73  0.31087  25.38419  0.50334  7.23111  0.18579  3.60845  1.32%  1.56%
30 74  0.28645  27.14553  0.50453  7.63908  0.20902  3.70797  1.37%  1.84%
30 75  0.27874  27.78944  0.50469  7.79532  0.21656  3.73838  1.26%  2.29%
30 76  0.25810  29.65898  0.51055  8.14311  0.23135  3.78645  1.20%  2.60%
30 77  0.24075  31.62025  0.52862  8.34892  0.23063  3.74905  1.52%  4.08%
30 78  0.20111  37.22814  0.55893  8.89219  0.23996  3.72529  2.30%  4.39%
30 79  0.21499  35.57429  0.57250  8.53828  0.21251  3.55113  1.76%  3.30%
30 80  0.25422  30.28173  0.57087  7.89365  0.17491  3.33682  1.23%  1.15%
30 81  0.23793  31.91463  0.56969  8.22789  0.19238  3.41445  1.14%  1.14%
30 82  0.20592  35.94808  0.57731  8.79571  0.21677  3.50617  1.28%  1.81%
30 83  0.18214  39.40383  0.57767  9.34870  0.24019  3.60374  1.10%  2.25%
30 84  0.15972  43.64518  0.58030  9.88377  0.25998  3.67702  1.02%  2.45%
30 85  0.19631  37.17756  0.57285  9.18597  0.23084  3.52177  0.90%  1.26%
30 86  0.38533  21.28619  0.48288  6.72422  0.13180  3.00201  1.75%  2.61%
30 87  0.52238  16.53048  0.40982  5.34996  0.06780  2.55361  1.91%  2.32%
30 88  0.39876  20.85842  0.46955  6.64480  0.13169  2.99018  1.75%  1.74%
30 89  0.39848  19.95483  0.45859  6.77315  0.14292  3.06578  1.45%  1.62%
30 90  0.38946  20.01614  0.45653  6.95352  0.15401  3.13139  1.42%  2.00%
30 91  0.52422  16.19480  0.39335  5.41223  0.08242  2.98357  1.48%  1.74%
30 92  0.48693  17.77282  0.41459  5.72287  0.09848  3.10072  1.69%  1.78%
31 31  0.15605  27.81416  0.47881  9.63287  0.36514  3.86073  0.97%  1.02%
31 32  0.09078  37.70085  0.50105 11.18483  0.40818  4.00613  1.04%  1.50%
31 33  0.05142  53.32671  0.50971 12.47338  0.43887  4.11461  1.30%  2.20%
31 34  0.09871  36.45099  0.49566 11.24669  0.40563  4.00021  1.57%  2.80%
31 35  0.31623  19.83208  0.37141  7.68367  0.31235  3.69671  2.09%  3.46%
31 36  0.40917  17.70988  0.50339  5.42087  0.08744  2.62521  1.67%  2.42%
31 37  0.38631  18.64095  0.51563  5.64937  0.09805  2.65845  1.60%  1.67%
31 38  0.35616  19.86367  0.51765  6.03481  0.12619  2.82629  1.66%  1.80%
31 39  0.31394  21.62854  0.50016  6.76186  0.18590  3.15924  1.95%  3.63%
31 40  0.28042  23.12725  0.48704  7.41430  0.23254  3.37363  1.87%  4.33%
31 41  0.23738  25.76025  0.48869  8.21143  0.27392  3.54658  2.12%  4.83%
31 42  0.21866  27.10992  0.48357  8.69911  0.29777  3.65416  2.18%  5.30%
31 43  0.18792  29.86743  0.49053  9.33448  0.32155  3.75065  2.22%  5.21%
31 44  0.14801  34.81967  0.51079 10.13207  0.34120  3.81094  2.82%  6.24%
31 45  0.10922  42.63717  0.53367 10.97193  0.35711  3.84952  3.70%  7.91%
31 46  0.11706  41.65937  0.54424 10.67097  0.33870  3.76014  3.26%  7.72%
31 47  0.13120  39.47271  0.55258 10.24898  0.31622  3.64927  2.52%  4.63%
31 48  0.15882  35.26911  0.54843  9.67535  0.29275  3.54313  1.66%  1.61%
31 49  0.13355  39.68425  0.55408 10.30303  0.31237  3.62203  1.57%  2.16%
31 50  0.10726  45.83360  0.55868 11.04437  0.33406  3.70274  1.53%  3.07%
31 51  0.07099  62.53710  0.56732 12.16298  0.36169  3.79255  1.92%  3.59%
31 52  0.07475  61.13586  0.57318 12.00510  0.35207  3.74089  1.59%  3.17%
31 53  0.12922  41.68163  0.55801 10.64922  0.31277  3.57369  1.41%  2.45%
31 54  0.52039  16.04604  0.36683  5.16184  0.11278  2.78474  1.73%  1.61%
31 55  0.43625  18.52786  0.46184  5.60051  0.10191  2.74194  1.40%  1.63%
31 56  0.37102  20.89392  0.46581  6.50206  0.16318  3.09701  1.60%  2.16%
31 57  0.36898  21.12303  0.40569  6.98716  0.22533  3.27302  1.77%  2.96%
31 58  0.42284  19.02888  0.50739  5.62490  0.06978  2.49877  1.38%  1.28%
31 59  0.41240  19.44067  0.51532  5.72721  0.07228  2.54873  1.40%  1.30%
31 60  0.40090  19.93698  0.52391  5.83597  0.07520  2.60062  1.39%  1.30%
31 61  0.38937  20.48890  0.53289  5.94093  0.07773  2.64792  1.36%  1.27%
31 62  0.38006  20.97640  0.54081  6.02332  0.07912  2.68473  1.32%  1.25%
31 63  0.37062  21.50068  0.54786  6.11200  0.08152  2.72929  1.24%  1.17%
31 64  0.29144  24.75099  0.54989  7.19091  0.15868  3.31616  1.23%  1.52%
31 65  0.35958  22.22351  0.55619  6.22281  0.08423  2.80055  1.18%  1.10%
31 66  0.35697  22.46087  0.55849  6.24920  0.08454  2.82734  1.20%  1.12%
31 67  0.35586  22.61483  0.55947  6.26298  0.08467  2.85210  1.28%  1.20%
31 68  0.35417  22.76166  0.55764  6.30496  0.08819  2.89916  1.30%  1.23%
31 69  0.35805  22.55809  0.55199  6.30317  0.08995  2.92365  1.18%  1.21%
31 70  0.44134  18.15329  0.51649  5.60175  0.04217  2.40484  1.06%  1.08%
31 71  0.30797  24.39577  0.52622  7.11206  0.16581  3.44695  1.65%  2.31%
31 72  0.28091  27.70314  0.51497  7.64480  0.20412  3.65978  1.64%  2.84%
31 73  0.26439  29.04588  0.51227  7.97584  0.22333  3.75145  1.64%  3.91%
31 74  0.25155  30.26574  0.51322  8.22591  0.23523  3.80587  1.66%  4.77%
31 75  0.24149  31.33951  0.51533  8.42109  0.24318  3.83973  1.68%  5.15%
31 76  0.21577  34.38471  0.52655  8.86924  0.25768  3.87913  2.01%  5.83%
31 77  0.19027  38.17554  0.54413  9.28712  0.26560  3.87938  2.66%  8.01%
31 78  0.18452  39.86441  0.56212  9.26645  0.25336  3.78361  2.70%  6.14%
31 79  0.19840  38.00958  0.57601  8.87888  0.22559  3.61800  2.06%  3.78%
31 80  0.22171  33.82942  0.57848  8.44973  0.19981  3.46961  1.52%  1.62%
31 81  0.20406  36.19131  0.57935  8.82889  0.21658  3.54109  1.46%  2.21%
31 82  0.17803  40.18199  0.58409  9.36539  0.23789  3.61532  1.48%  3.03%
31 83  0.15686  44.33115  0.58523  9.88897  0.25790  3.69806  1.45%  2.94%
31 84  0.16911  42.10363  0.58752  9.62548  0.24337  3.60878  1.12%  3.51%
31 85  0.20094  36.76260  0.58528  9.00182  0.21379  3.44007  1.00%  2.14%
31 86  0.32534  24.70841  0.53250  7.29175  0.14216  3.03521  1.66%  2.09%
31 87  0.44834  18.80815  0.45418  6.10691  0.09748  2.75126  1.92%  2.54%
31 88  0.29307  27.12226  0.54009  7.80157  0.16684  3.16255  1.51%  1.69%
31 89  0.27276  27.05862  0.54691  8.13491  0.18033  3.23818  1.49%  2.34%
31 90  0.26460  27.71895  0.54716  8.30501  0.18824  3.28547  1.44%  3.49%
31 91  0.32664  23.22798  0.48077  7.80237  0.19260  3.47492  1.81%  2.96%
31 92  0.31253  25.46317  0.48963  7.92510  0.19784  3.52396  1.94%  2.94%
32 32  0.05121  49.82156  0.50355 12.56998  0.44524  4.13684  1.28%  2.27%
32 33  0.06497  45.75743  0.50611 12.14791  0.42893  4.08038  1.46%  3.80%
32 34  0.08924  38.80066  0.50448 11.48860  0.40629  3.99630  1.65%  5.41%
32 35  0.32499  19.88617  0.39815  7.30239  0.27686  3.56635  2.25%  4.55%
32 36  0.37921  18.77211  0.50197  5.82750  0.11883  2.79191  1.78%  3.00%
32 37  0.34892  20.04749  0.51307  6.18160  0.13801  2.87281  1.73%  2.57%
32 38  0.30665  21.93065  0.51093  6.82127  0.18242  3.09404  1.99%  3.00%
32 39  0.27605  23.42480  0.49921  7.42987  0.22474  3.30948  2.14%  5.91%
32 40  0.22764  26.29976  0.50484  8.28771  0.26752  3.48815  2.29%  5.99%
32 41  0.20130  28.56459  0.50703  8.83396  0.29167  3.59804  2.53%  6.65%
32 42  0.17999  30.55768  0.50466  9.39744  0.31536  3.70642  2.80%  7.11%
32 43  0.13166  37.09005  0.52162 10.43963  0.34672  3.82253  3.29%  7.68%
32 44  0.12050  39.62469  0.52856 10.72347  0.35095  3.83394  3.56% 10.08%
32 45  0.10031  45.16189  0.54206 11.19181  0.35763  3.84639  3.79% 10.23%
32 46  0.09465  47.90489  0.55488 11.25203  0.35046  3.79978  3.46%  7.77%
32 47  0.11738  42.40029  0.55772 10.61903  0.32491  3.68541  2.59%  5.47%
32 48  0.12957  40.20985  0.55885 10.34125  0.31158  3.62216  1.84%  2.22%
32 49  0.10638  45.89221  0.56272 11.00799  0.33090  3.69690  1.75%  3.36%
32 50  0.07800  56.98117  0.56635 11.92796  0.35565  3.79153  1.87%  3.91%
32 51  0.08016  56.77052  0.57064 11.86178  0.34920  3.74721  1.73%  5.31%
32 52  0.07005  64.61279  0.57988 12.13146  0.35007  3.73306  2.00%  5.08%
32 53  0.14502  38.40274  0.55688 10.30842  0.29810  3.51683  1.49%  2.96%
32 54  0.44373  17.99317  0.38419  6.25329  0.17209  3.01219  1.89%  1.83%
32 55  0.34456  22.20440  0.48511  6.82366  0.17033  3.05161  1.51%  2.20%
32 56  0.25224  27.92120  0.52137  8.12226  0.22639  3.32295  1.77%  3.71%
32 57  0.30369  24.22840  0.44163  7.98571  0.25468  3.36397  1.85%  5.20%
32 58  0.35689  21.91508  0.52194  6.44747  0.12117  2.84932  1.44%  1.51%
32 59  0.35842  21.89811  0.52580  6.41082  0.11579  2.84927  1.40%  1.70%
32 60  0.35019  22.38616  0.53367  6.48084  0.11614  2.88205  1.40%  1.68%
32 61  0.34048  23.00454  0.54205  6.56674  0.11747  2.91918  1.36%  1.59%
32 62  0.33143  23.62802  0.54953  6.64867  0.11904  2.95698  1.27%  1.44%
32 63  0.31789  24.53143  0.55725  6.79693  0.12486  3.01609  1.34%  1.37%
32 64  0.20908  32.42652  0.57226  8.39673  0.21866  3.57283  1.62%  3.22%
32 65  0.31907  24.69949  0.56198  6.75639  0.11895  3.03620  1.16%  1.28%
32 66  0.31915  24.81355  0.56418  6.74594  0.11667  3.04576  1.21%  1.28%
32 67  0.32130  24.76528  0.56411  6.72467  0.11459  3.05479  1.29%  1.26%
32 68  0.32492  24.59910  0.56140  6.70063  0.11368  3.06858  1.27%  1.18%
32 69  0.33519  24.02240  0.55780  6.59394  0.10701  3.03189  1.13%  1.05%
32 70  0.40427  19.55643  0.52994  5.99758  0.06579  2.67872  1.00%  1.01%
32 71  0.25864  27.94419  0.52621  7.93824  0.21515  3.66294  1.89%  3.90%
32 72  0.25374  30.16584  0.51843  8.13125  0.22783  3.75172  1.77%  4.81%
32 73  0.24135  31.48379  0.52010  8.36427  0.23855  3.80566  1.89%  5.67%
32 74  0.23041  32.66769  0.52080  8.59112  0.24880  3.85482  2.07%  6.67%
32 75  0.20615  35.61825  0.52587  9.08460  0.26798  3.92398  2.33%  6.83%
32 76  0.17549  40.41901  0.53746  9.70817  0.28705  3.97943  3.03%  8.55%
32 77  0.16683  42.30984  0.54954  9.82880  0.28364  3.94213  3.14%  9.41%
32 78  0.17226  42.16771  0.56474  9.56482  0.26300  3.81957  2.82%  6.55%
32 79  0.18603  40.12881  0.57642  9.17365  0.23755  3.67250  2.15%  4.12%
32 80  0.20346  36.16456  0.57969  8.83454  0.21685  3.55450  1.61%  2.22%
32 81  0.18772  38.37007  0.57900  9.22470  0.23328  3.62083  1.40%  2.83%
32 82  0.15999  43.44928  0.58345  9.84199  0.25657  3.70460  1.52%  3.28%
32 83  0.15883  43.88415  0.58951  9.84572  0.25166  3.66418  1.40%  4.41%
32 84  0.17025  41.74776  0.59251  9.59177  0.23724  3.57446  1.22%  5.61%
32 85  0.20810  35.90136  0.58693  8.88160  0.20497  3.39107  1.04%  2.81%
32 86  0.30825  26.03993  0.54699  7.47996  0.14476  3.03605  1.45%  1.47%
32 87  0.38855  21.37911  0.49713  6.66502  0.11432  2.84243  1.60%  1.67%
32 88  0.24346  31.73532  0.57383  8.42326  0.18272  3.23356  1.46%  3.19%
32 89  0.24046  29.96516  0.56990  8.54603  0.18964  3.27762  1.52%  4.58%
32 90  0.23151  30.92628  0.57221  8.72147  0.19628  3.31519  1.80%  5.67%
32 91  0.23346  30.42371  0.54596  8.93689  0.22059  3.57722  1.49%  4.99%
32 92  0.23680  32.12892  0.53750  8.96682  0.22569  3.62686  1.62%  4.94%
33 33  0.06716  43.67962  0.50889 12.11171  0.42395  4.05578  1.69%  5.68%
33 34  0.17553  26.80004  0.46100  9.84426  0.36346  3.85288  2.10%  5.36%
33 35  0.30630  20.79518  0.42923  7.42231  0.26448  3.49435  2.36%  5.26%
33 36  0.33351  20.49968  0.50108  6.48690  0.16541  3.00742  2.02%  3.07%
33 37  0.29660  22.28869  0.51265  6.99279  0.19075  3.10941  2.11%  3.43%
33 38  0.27828  23.50666  0.52086  7.23870  0.20086  3.15240  2.31%  3.73%
33 39  0.24587  25.47764  0.51947  7.83553  0.23466  3.32344  2.46%  5.61%
33 40  0.22250  26.98897  0.51895  8.30331  0.25855  3.43816  2.40%  7.62%
33 41  0.19264  29.58325  0.52059  8.93069  0.28676  3.56858  2.80%  8.32%
33 42  0.14954  34.23931  0.52746  9.93605  0.32300  3.71529  3.28%  8.51%
33 43  0.10327  43.49959  0.54180 11.05120  0.35493  3.83352  3.98%  9.44%
33 44  0.08029  51.58136  0.54957 11.73176  0.37014  3.88561  4.31%  9.72%
33 45  0.61826  13.26643  0.38174  3.90888  0.00000  0.00000  4.35%  8.77%
33 46  0.08965  49.73828  0.55944 11.41576  0.35091  3.79710  3.29%  7.70%
33 47  0.10899  44.41379  0.56077 10.88133  0.33024  3.70626  2.49%  5.56%
33 48  0.10596  45.68938  0.56578 10.97838  0.32826  3.68475  1.88%  2.82%
33 49  0.08668  52.41380  0.56756 11.61756  0.34576  3.75480  1.87%  3.69%
33 50  0.08252  54.83353  0.57144 11.76865  0.34604  3.74795  1.72%  4.94%
33 51  0.07417  60.18714  0.57797 12.02311  0.34786  3.73438  1.93%  6.76%
33 52  0.09730  50.18868  0.57779 11.34602  0.32491  3.63183  1.61%  5.14%
33 53  0.17205  34.33150  0.54739  9.81756  0.28056  3.44208  1.59%  4.02%
33 54  0.35360  21.23216  0.44300  7.30883  0.20339  3.11095  1.86%  2.21%
33 55  0.25524  27.64067  0.52648  8.08140  0.21827  3.23173  1.72%  3.44%
33 56  0.22902  30.05564  0.54233  8.44143  0.22865  3.30496  2.03%  5.24%
33 57  0.24577  28.23474  0.49038  8.73693  0.26385  3.37373  2.67%  4.98%
33 58  0.32287  23.75562  0.53012  6.94175  0.14701  2.97569  1.52%  2.31%
33 59  0.31975  24.03559  0.53496  6.95595  0.14529  3.00257  1.59%  2.27%
33 60  0.31863  24.24310  0.54043  6.93332  0.14095  3.01120  1.49%  2.45%
33 61  0.31073  24.88088  0.54790  6.99904  0.14137  3.04346  1.41%  2.21%
33 62  0.30540  25.34109  0.55341  7.04243  0.14119  3.07161  1.32%  1.96%
33 63  0.30127  25.77022  0.55843  7.06858  0.14030  3.09505  1.24%  1.79%
33 64  0.18346  36.30920  0.57890  8.87712  0.23764  3.64055  1.80%  3.64%
33 65  0.29685  26.37597  0.56560  7.08623  0.13755  3.13334  1.16%  1.42%
33 66  0.29709  26.47455  0.56718  7.07603  0.13573  3.14829  1.19%  1.29%
33 67  0.30006  26.36373  0.56666  7.04088  0.13329  3.15844  1.25%  1.24%
33 68  0.30739  25.91690  0.56391  6.95975  0.12870  3.15148  1.20%  1.14%
33 69  0.31914  25.18738  0.56012  6.82773  0.12074  3.11283  1.11%  1.02%
33 70  0.36773  21.19860  0.53908  6.42888  0.09319  2.91549  0.95%  0.92%
33 71  0.24733  29.23610  0.53677  8.07780  0.21590  3.65289  2.09%  3.63%
33 72  0.25308  30.52998  0.52781  8.09657  0.21911  3.70447  1.80%  6.36%
33 73  0.23749  32.19402  0.52937  8.39111  0.23314  3.77353  2.12%  7.51%
33 74  0.21300  35.10493  0.53123  8.89067  0.25577  3.86684  2.43%  8.26%
33 75  0.18370  39.38737  0.53756  9.51074  0.27874  3.94795  2.87%  8.70%
33 76  0.16456  42.80779  0.54561  9.92965  0.28983  3.97643  3.21%  8.77%
33 77  0.16722  42.49354  0.55443  9.81371  0.27835  3.90995  2.97%  9.01%
33 78  0.15697  45.58899  0.57069  9.91194  0.27234  3.84897  3.03%  5.76%
33 79  0.18213  40.73327  0.57697  9.30050  0.24090  3.68496  2.04%  4.22%
33 80  0.19651  37.06593  0.57693  9.05376  0.22656  3.59795  1.42%  2.74%
33 81  0.17645  40.19097  0.57862  9.52917  0.24493  3.67263  1.31%  2.86%
33 82  0.16760  41.95673  0.58693  9.67898  0.24547  3.64351  1.40%  5.09%
33 83  0.16271  43.14299  0.59336  9.76758  0.24393  3.61655  1.52%  6.21%
33 84  0.16919  42.12646  0.59929  9.59504  0.23152  3.53343  1.74%  4.71%
33 85  0.22083  34.24395  0.58653  8.67870  0.19264  3.31792  1.14%  3.94%
33 86  0.28759  27.72068  0.56298  7.71964  0.14944  3.04692  1.24%  1.89%
33 87  0.31498  25.72540  0.54560  7.43750  0.13943  2.97877  1.18%  1.12%
33 88  0.24822  31.37461  0.57912  8.32480  0.17266  3.16506  1.63%  4.19%
33 89  0.25221  29.11621  0.57268  8.33788  0.17511  3.18475  1.56%  5.74%
33 90  0.23640  30.60751  0.57844  8.60673  0.18516  3.24099  1.92%  6.83%
33 91  0.22339  31.48247  0.55884  9.05139  0.21777  3.55430  1.53%  5.83%
33 92  0.22044  34.11775  0.55322  9.18953  0.22634  3.61967  1.55%  5.73%
34 34  0.19881  25.48580  0.46856  9.23531  0.33263  3.72840  2.69%  5.18%
34 35  0.29463  21.48705  0.45665  7.44031  0.24872  3.40584  2.36%  6.16%
34 36  0.29848  22.04538  0.50744  7.01390  0.19407  3.11245  2.21%  3.73%
34 37  0.29945  22.46790  0.53667  6.81706  0.16388  2.93478  1.93%  2.54%
34 38  0.29178  23.22778  0.54446  6.88610  0.16376  2.93126  1.95%  4.38%
34 39  0.23927  26.35117  0.54265  7.80086  0.21808  3.21616  2.74%  5.88%
